generation,rank_1,rank_2,swapAccepted
4740000,1,2,1
4741000,1,2,1
4742000,1,3,1
4743000,2,3,1
4744000,2,4,1
4745000,1,2,1
4746000,1,3,1
4747000,2,3,1
4748000,2,4,1
4749000,2,4,0
4750000,2,4,1
4751000,1,2,1
4752000,1,4,1
4753000,1,3,1
4754000,1,4,1
4755000,2,3,1
4756000,2,3,1
4757000,3,4,1
4758000,1,4,1
4759000,1,2,1
4760000,1,2,1
4761000,1,2,1
4762000,3,4,1
4763000,2,3,1
4764000,1,4,1
4765000,1,4,1
4766000,3,4,1
4767000,2,4,1
4768000,2,3,1
4769000,1,4,1
4770000,2,3,1
4771000,2,4,1
4772000,3,4,1
4773000,1,3,0
4774000,1,4,1
4775000,2,3,1
4776000,1,3,1
4777000,1,4,1
4778000,3,4,1
4779000,1,3,0
4780000,1,4,1
4781000,2,3,1
4782000,3,4,1
4783000,1,2,1
4784000,1,3,1
4785000,2,4,1
4786000,1,4,1
4787000,1,4,1
4788000,1,2,1
4789000,1,2,1
4790000,2,3,1
4791000,3,4,1
4792000,1,4,1
4793000,1,3,1
4794000,2,3,1
4795000,1,3,1
4796000,2,4,1
4797000,1,2,1
4798000,2,4,1
4799000,1,2,1
4800000,1,2,1
4801000,2,4,1
4802000,1,3,1
4803000,2,3,1
4804000,2,3,1
4805000,1,2,1
4806000,1,3,1
4807000,1,2,1
4808000,2,3,1
4809000,2,3,1
4810000,1,3,1
4811000,1,4,1
4812000,1,3,1
4813000,1,4,1
4814000,3,4,1
4815000,1,3,1
4816000,1,3,1
4817000,1,4,1
4818000,2,4,0
4819000,1,2,1
4820000,2,3,1
4821000,2,4,1
4822000,1,3,1
4823000,2,4,1
4824000,1,3,1
4825000,2,3,1
4826000,2,4,1
4827000,2,4,1
4828000,1,2,1
4829000,2,3,1
4830000,1,4,1
4831000,2,3,0
4832000,3,4,1
4833000,1,3,1
4834000,2,3,1
4835000,2,3,1
4836000,2,3,1
4837000,3,4,0
4838000,1,4,1
4839000,2,3,1
4840000,2,3,1
4841000,1,3,1
4842000,3,4,1
4843000,2,3,1
4844000,2,3,1
4845000,1,4,1
4846000,2,3,1
4847000,1,2,1
4848000,2,3,1
4849000,2,3,1
4850000,1,3,1
4851000,1,3,1
4852000,3,4,1
4853000,1,2,1
4854000,1,3,1
4855000,1,2,1
4856000,1,4,1
4857000,2,3,1
4858000,1,3,1
4859000,1,3,1
4860000,1,2,1
4861000,2,4,1
4862000,2,3,1
4863000,2,4,1
4864000,1,3,1
4865000,2,4,0
4866000,1,4,1
4867000,1,3,1
4868000,1,3,1
4869000,1,4,1
4870000,1,3,1
4871000,3,4,1
4872000,1,4,1
4873000,2,4,1
4874000,1,2,1
4875000,1,3,1
4876000,1,3,1
4877000,1,4,1
4878000,2,3,1
4879000,1,4,1
4880000,1,2,1
4881000,1,3,1
4882000,3,4,1
4883000,3,4,1
4884000,1,4,1
4885000,1,2,1
4886000,2,3,1
4887000,2,3,1
4888000,2,4,1
4889000,1,2,1
4890000,2,3,1
4891000,3,4,1
4892000,2,3,1
4893000,3,4,1
4894000,2,3,1
4895000,3,4,1
4896000,2,4,1
4897000,2,4,1
4898000,1,2,1
4899000,2,4,1
4900000,1,2,1
4901000,3,4,1
4902000,1,3,1
4903000,1,2,1
4904000,2,3,1
4905000,1,4,1
4906000,3,4,1
4907000,1,2,1
4908000,2,4,1
4909000,1,3,1
4910000,1,2,1
4911000,1,2,1
4912000,2,4,1
4913000,3,4,1
4914000,1,4,1
4915000,2,4,1
4916000,1,2,1
4917000,3,4,1
4918000,1,2,1
4919000,3,4,1
4920000,3,4,1
4921000,2,4,1
4922000,2,3,1
4923000,2,4,1
4924000,1,2,1
4925000,1,2,1
4926000,1,4,1
4927000,1,4,1
4928000,1,4,1
4929000,1,2,1
4930000,2,4,1
4931000,2,4,1
4932000,2,3,1
4933000,2,4,1
4934000,1,3,1
4935000,1,4,1
4936000,1,4,1
4937000,1,2,1
4938000,3,4,1
4939000,1,4,1
4940000,1,2,1
4941000,1,2,1
4942000,1,2,1
4943000,2,4,1
4944000,1,2,1
4945000,1,4,1
4946000,2,3,1
4947000,1,4,0
4948000,1,3,1
4949000,1,2,1
4950000,1,2,1
4951000,1,2,1
4952000,1,3,1
4953000,1,4,1
4954000,3,4,1
4955000,1,3,1
4956000,2,4,1
4957000,2,4,1
4958000,2,4,1
4959000,1,3,1
4960000,2,3,1
4961000,3,4,1
4962000,3,4,1
4963000,1,2,1
4964000,2,4,1
4965000,1,4,1
4966000,3,4,1
4967000,1,3,1
4968000,2,3,1
4969000,2,3,1
4970000,2,3,1
4971000,3,4,1
4972000,1,4,1
4973000,3,4,1
4974000,1,4,1
4975000,3,4,1
4976000,1,4,1
4977000,1,2,1
4978000,3,4,1
4979000,1,2,1
4980000,3,4,1
4981000,2,3,1
4982000,3,4,1
4983000,3,4,1
4984000,2,3,1
4985000,1,3,1
4986000,3,4,1
4987000,1,4,1
4988000,1,4,1
4989000,1,4,1
4990000,1,4,1
4991000,2,4,1
4992000,2,4,1
4993000,2,3,1
4994000,2,3,1
4995000,1,2,1
4996000,2,3,1
4997000,2,3,1
4998000,1,4,1
4999000,2,4,1
5000000,1,3,1
5001000,1,3,1
5002000,3,4,1
5003000,1,2,1
5004000,3,4,1
5005000,1,4,1
5006000,2,4,1
5007000,1,2,1
5008000,2,4,0
5009000,1,3,1
5010000,2,4,1
5011000,1,3,1
5012000,3,4,1
5013000,2,3,1
5014000,1,3,0
5015000,3,4,1
5016000,3,4,1
5017000,2,3,1
5018000,1,4,1
5019000,1,4,1
5020000,1,4,1
5021000,1,2,1
5022000,1,4,1
5023000,1,3,1
5024000,1,3,1
5025000,1,4,1
5026000,2,3,1
5027000,2,3,1
5028000,2,4,1
5029000,3,4,1
5030000,1,3,1
5031000,2,3,1
5032000,2,3,1
5033000,2,4,1
5034000,2,4,1
5035000,1,2,1
5036000,1,3,0
5037000,1,3,1
5038000,2,3,1
5039000,2,3,1
5040000,2,3,1
5041000,1,2,1
5042000,1,4,1
5043000,3,4,1
5044000,2,3,1
5045000,2,3,1
5046000,2,3,1
5047000,1,4,0
5048000,1,4,1
5049000,1,2,1
5050000,1,2,1
5051000,1,3,1
5052000,3,4,1
5053000,1,2,1
5054000,1,2,1
5055000,2,4,1
5056000,1,4,1
5057000,2,3,1
5058000,2,3,1
5059000,1,3,1
5060000,1,4,1
5061000,1,2,1
5062000,2,4,1
5063000,2,3,1
5064000,1,3,1
5065000,1,4,1
5066000,1,2,1
5067000,3,4,1
5068000,1,2,1
5069000,1,3,1
5070000,1,2,1
5071000,1,4,1
5072000,1,2,1
5073000,1,3,1
5074000,1,4,1
5075000,2,4,1
5076000,1,3,1
5077000,1,4,1
5078000,1,3,1
5079000,1,4,1
5080000,2,4,1
5081000,1,4,1
5082000,1,4,1
5083000,1,3,1
5084000,3,4,1
5085000,2,3,0
5086000,2,4,1
5087000,2,4,1
5088000,3,4,1
5089000,3,4,1
5090000,1,4,1
5091000,1,4,1
5092000,1,3,1
5093000,3,4,1
5094000,2,4,1
5095000,1,4,1
5096000,3,4,1
5097000,1,3,0
5098000,1,2,1
5099000,2,3,1
5100000,2,3,1
5101000,2,4,1
5102000,1,2,1
5103000,1,4,1
5104000,1,3,1
5105000,2,3,1
5106000,2,3,1
5107000,1,3,1
5108000,2,3,1
5109000,1,2,1
5110000,1,4,1
5111000,2,4,1
5112000,1,2,1
5113000,1,2,1
5114000,1,2,1
5115000,1,3,0
5116000,1,3,1
5117000,2,3,1
5118000,1,3,1
5119000,1,2,1
5120000,1,2,1
5121000,3,4,1
5122000,3,4,1
5123000,1,3,1
5124000,1,3,1
5125000,1,2,1
5126000,1,2,1
5127000,2,4,1
5128000,1,3,1
5129000,1,3,1
5130000,1,4,1
5131000,1,4,1
5132000,1,4,1
5133000,1,3,1
5134000,1,2,1
5135000,2,4,1
5136000,3,4,1
5137000,1,4,1
5138000,2,4,1
5139000,3,4,1
5140000,1,4,1
5141000,1,3,1
5142000,2,3,1
5143000,2,4,1
5144000,2,3,1
5145000,2,4,1
5146000,2,4,1
5147000,3,4,1
5148000,1,2,1
5149000,2,3,1
5150000,1,3,1
5151000,1,4,1
5152000,3,4,1
5153000,3,4,1
5154000,1,4,1
5155000,1,3,1
5156000,1,3,1
5157000,1,3,1
5158000,3,4,1
5159000,2,3,1
5160000,2,3,1
5161000,1,3,1
5162000,1,3,1
5163000,1,2,1
5164000,1,3,1
5165000,3,4,1
5166000,2,3,1
5167000,2,4,1
5168000,1,2,1
5169000,1,2,1
5170000,1,2,1
5171000,2,3,1
5172000,1,4,1
5173000,1,2,1
5174000,2,3,1
5175000,2,4,1
5176000,1,3,1
5177000,1,2,1
5178000,1,3,1
5179000,1,2,1
5180000,1,2,1
5181000,3,4,1
5182000,1,4,1
5183000,3,4,1
5184000,2,4,1
5185000,2,4,1
5186000,1,4,1
5187000,2,4,1
5188000,1,2,1
5189000,1,3,1
5190000,3,4,1
5191000,1,3,1
5192000,1,3,1
5193000,1,3,1
5194000,1,4,1
5195000,2,4,1
5196000,1,4,1
5197000,1,2,1
5198000,3,4,1
5199000,1,4,1
5200000,3,4,1
5201000,3,4,1
5202000,2,4,1
5203000,3,4,1
5204000,1,4,1
5205000,3,4,1
5206000,1,3,1
5207000,3,4,1
5208000,1,3,1
5209000,1,4,1
5210000,1,2,1
5211000,1,2,1
5212000,2,3,1
5213000,1,2,1
5214000,2,4,1
5215000,2,3,1
5216000,1,4,1
5217000,1,2,1
5218000,1,3,1
5219000,1,3,1
5220000,3,4,1
5221000,2,4,1
5222000,1,3,1
5223000,3,4,1
5224000,3,4,1
5225000,1,3,1
5226000,1,2,1
5227000,1,4,1
5228000,1,3,1
5229000,1,2,1
5230000,1,2,1
5231000,2,4,1
5232000,1,4,1
5233000,3,4,1
5234000,2,3,1
5235000,2,4,1
5236000,2,3,1
5237000,2,4,1
5238000,1,2,1
5239000,2,4,1
5240000,3,4,1
5241000,1,2,1
5242000,3,4,1
5243000,1,4,0
5244000,2,3,1
5245000,3,4,1
5246000,1,3,1
5247000,3,4,1
5248000,3,4,1
5249000,2,3,1
5250000,2,4,1
5251000,2,4,1
5252000,2,4,1
5253000,1,2,1
5254000,1,2,1
5255000,1,2,1
5256000,3,4,1
5257000,1,4,1
5258000,2,3,1
5259000,1,4,1
5260000,2,4,1
5261000,1,4,0
5262000,1,2,1
5263000,1,3,1
5264000,3,4,1
5265000,3,4,1
5266000,2,3,1
5267000,1,4,1
5268000,2,4,1
5269000,2,3,1
5270000,2,3,1
5271000,1,4,1
5272000,2,4,1
5273000,1,2,1
5274000,1,4,1
5275000,1,3,1
5276000,1,2,1
5277000,2,4,1
5278000,1,3,1
5279000,3,4,1
5280000,3,4,1
5281000,1,3,1
5282000,1,2,1
5283000,3,4,1
5284000,1,4,1
5285000,2,4,1
5286000,1,4,1
5287000,3,4,1
5288000,2,4,1
5289000,1,2,1
5290000,1,4,1
5291000,1,2,1
5292000,1,3,1
5293000,1,4,1
5294000,2,4,1
5295000,3,4,1
5296000,1,2,1
5297000,1,3,1
5298000,2,3,1
5299000,2,3,1
5300000,1,2,1
5301000,1,2,1
5302000,2,4,1
5303000,3,4,1
5304000,1,2,1
5305000,3,4,1
5306000,1,2,1
5307000,3,4,1
5308000,1,2,1
5309000,2,4,1
5310000,1,4,1
5311000,2,3,1
5312000,1,3,1
5313000,1,4,1
5314000,3,4,1
5315000,1,2,1
5316000,2,3,1
5317000,1,4,1
5318000,1,4,1
5319000,2,3,1
5320000,1,2,1
5321000,2,4,1
5322000,1,3,1
5323000,2,3,1
5324000,3,4,0
5325000,3,4,1
5326000,2,3,1
5327000,3,4,1
5328000,1,3,1
5329000,1,4,1
5330000,2,3,1
5331000,1,4,1
5332000,1,4,1
5333000,2,4,1
5334000,1,2,1
5335000,1,4,1
5336000,1,4,1
5337000,3,4,1
5338000,2,3,1
5339000,2,3,1
5340000,1,4,1
5341000,2,3,1
5342000,2,4,1
5343000,1,4,1
5344000,1,4,1
5345000,1,2,1
5346000,1,4,1
5347000,1,4,1
5348000,3,4,1
5349000,2,4,1
5350000,2,3,1
5351000,1,4,1
5352000,2,3,1
5353000,3,4,1
5354000,3,4,1
5355000,1,4,1
5356000,1,2,1
5357000,1,3,1
5358000,2,4,1
5359000,3,4,1
5360000,1,2,1
5361000,3,4,1
5362000,1,4,1
5363000,1,3,1
5364000,1,4,1
5365000,1,3,1
5366000,2,3,1
5367000,1,3,1
5368000,1,3,1
5369000,2,4,1
5370000,2,3,0
5371000,1,3,1
5372000,1,4,1
5373000,3,4,1
5374000,3,4,1
5375000,1,3,1
5376000,1,2,1
5377000,2,3,1
5378000,1,3,1
5379000,2,3,1
5380000,3,4,1
5381000,1,3,1
5382000,3,4,1
5383000,1,2,1
5384000,2,4,1
5385000,2,3,1
5386000,1,2,1
5387000,2,3,1
5388000,1,4,1
5389000,1,2,1
5390000,2,4,1
5391000,1,2,1
5392000,1,2,1
5393000,3,4,1
5394000,3,4,1
5395000,1,3,1
5396000,1,4,1
5397000,2,3,1
5398000,3,4,1
5399000,1,4,1
5400000,2,4,1
5401000,1,4,1
5402000,2,3,1
5403000,1,4,1
5404000,3,4,1
5405000,1,4,1
5406000,3,4,1
5407000,3,4,1
5408000,2,4,1
5409000,2,4,1
5410000,3,4,1
5411000,1,3,1
5412000,1,4,1
5413000,1,4,1
5414000,2,3,1
5415000,2,3,1
5416000,2,3,1
5417000,3,4,1
5418000,2,4,1
5419000,1,3,1
5420000,2,4,1
5421000,2,4,1
5422000,3,4,1
5423000,1,4,1
5424000,1,4,1
5425000,1,4,1
5426000,1,4,1
5427000,3,4,1
5428000,2,4,1
5429000,2,3,1
5430000,2,4,1
5431000,2,3,1
5432000,1,3,1
5433000,3,4,1
5434000,1,2,1
5435000,3,4,1
5436000,2,4,1
5437000,2,4,1
5438000,3,4,1
5439000,3,4,1
5440000,1,3,1
5441000,1,2,1
5442000,3,4,1
5443000,2,4,1
5444000,1,4,1
5445000,1,4,1
5446000,2,3,1
5447000,1,2,1
5448000,1,4,1
5449000,3,4,1
5450000,1,2,1
5451000,1,3,1
5452000,1,4,1
5453000,3,4,1
5454000,2,3,1
5455000,1,3,0
5456000,2,3,1
5457000,2,3,1
5458000,1,2,1
5459000,2,4,1
5460000,2,3,1
5461000,2,4,1
5462000,2,4,1
5463000,1,4,1
5464000,2,4,1
5465000,1,2,0
5466000,2,4,1
5467000,1,3,1
5468000,2,4,1
5469000,2,4,1
5470000,3,4,1
5471000,2,3,1
5472000,1,3,1
5473000,3,4,1
5474000,2,4,1
5475000,1,2,1
5476000,1,3,1
5477000,2,3,1
5478000,1,2,1
5479000,1,3,1
5480000,1,2,1
5481000,2,3,1
5482000,1,2,1
5483000,2,3,1
5484000,1,3,1
5485000,1,4,1
5486000,3,4,0
5487000,1,4,1
5488000,1,4,0
5489000,1,2,1
5490000,1,2,1
5491000,2,3,1
5492000,2,3,1
5493000,3,4,1
5494000,1,3,1
5495000,2,4,1
5496000,1,3,1
5497000,2,4,1
5498000,1,4,1
5499000,2,3,1
5500000,1,3,1
5501000,3,4,1
5502000,1,4,1
5503000,1,3,1
5504000,1,4,1
5505000,3,4,1
5506000,1,4,1
5507000,2,4,1
5508000,1,3,1
5509000,1,4,1
5510000,2,3,1
5511000,2,3,1
5512000,2,3,1
5513000,1,4,1
5514000,3,4,1
5515000,3,4,1
5516000,2,4,1
5517000,1,2,1
5518000,3,4,1
5519000,3,4,1
5520000,3,4,1
5521000,3,4,1
5522000,2,4,1
5523000,1,3,1
5524000,3,4,1
5525000,2,3,1
5526000,2,4,1
5527000,1,3,1
5528000,1,2,1
5529000,2,4,1
5530000,1,4,1
5531000,1,2,1
5532000,1,2,1
5533000,2,4,1
5534000,1,4,1
5535000,1,2,1
5536000,1,4,1
5537000,1,2,1
5538000,1,2,1
5539000,2,4,1
5540000,1,3,1
5541000,3,4,1
5542000,3,4,1
5543000,2,4,1
5544000,1,2,1
5545000,1,2,1
5546000,1,2,1
5547000,1,2,1
5548000,3,4,1
5549000,1,2,1
5550000,1,3,1
5551000,2,4,1
5552000,1,3,1
5553000,3,4,1
5554000,1,3,1
5555000,3,4,1
5556000,1,2,1
5557000,1,2,1
5558000,1,2,1
5559000,2,4,1
5560000,1,4,1
5561000,2,3,1
5562000,2,3,1
5563000,1,3,1
5564000,3,4,1
5565000,3,4,1
5566000,2,3,1
5567000,1,4,1
5568000,2,3,1
5569000,1,3,1
5570000,1,4,1
5571000,1,2,1
5572000,1,2,1
5573000,1,3,1
5574000,1,3,1
5575000,2,3,1
5576000,2,3,1
5577000,1,4,1
5578000,3,4,1
5579000,1,3,1
5580000,1,3,1
5581000,2,3,1
5582000,1,4,1
5583000,1,3,1
5584000,3,4,1
5585000,2,4,1
5586000,3,4,1
5587000,3,4,1
5588000,2,4,1
5589000,3,4,1
5590000,3,4,1
5591000,2,4,1
5592000,1,2,1
5593000,1,2,1
5594000,2,4,1
5595000,1,2,1
5596000,1,3,1
5597000,1,4,1
5598000,1,2,1
5599000,3,4,1
5600000,3,4,1
5601000,2,3,1
5602000,2,3,1
5603000,2,3,1
5604000,1,3,0
5605000,1,4,1
5606000,1,4,1
5607000,2,4,1
5608000,3,4,1
5609000,2,3,1
5610000,1,3,1
5611000,2,4,1
5612000,3,4,1
5613000,2,4,1
5614000,2,3,1
5615000,1,2,1
5616000,1,3,1
5617000,3,4,1
5618000,3,4,1
5619000,1,3,1
5620000,1,3,1
5621000,1,2,1
5622000,2,3,1
5623000,1,3,1
5624000,3,4,1
5625000,2,4,1
5626000,3,4,1
5627000,1,4,1
5628000,1,4,1
5629000,1,3,1
5630000,1,4,1
5631000,3,4,1
5632000,2,3,1
5633000,2,3,1
5634000,1,2,1
5635000,1,2,1
5636000,1,4,1
5637000,3,4,1
5638000,1,3,1
5639000,1,4,1
5640000,3,4,1
5641000,1,4,1
5642000,2,3,1
5643000,3,4,1
5644000,1,2,1
5645000,3,4,1
5646000,2,4,1
5647000,2,4,1
5648000,1,3,1
5649000,1,2,1
5650000,3,4,1
5651000,1,2,1
5652000,1,2,1
5653000,1,2,1
5654000,1,4,1
5655000,1,2,1
5656000,1,2,1
5657000,3,4,1
5658000,1,2,1
5659000,1,3,1
5660000,2,3,1
5661000,1,3,1
5662000,2,3,1
5663000,2,4,1
5664000,1,3,1
5665000,2,3,1
5666000,3,4,1
5667000,1,4,1
5668000,2,4,1
5669000,1,2,1
5670000,2,4,1
5671000,1,4,1
5672000,1,2,1
5673000,2,4,1
5674000,2,4,1
5675000,3,4,1
5676000,2,4,1
5677000,2,4,1
5678000,3,4,1
5679000,3,4,1
5680000,1,2,1
5681000,2,3,1
5682000,2,3,1
5683000,2,4,1
5684000,2,3,1
5685000,2,4,1
5686000,1,3,1
5687000,2,3,1
5688000,1,2,1
5689000,2,4,1
5690000,1,3,1
5691000,2,4,1
5692000,1,2,1
5693000,1,2,0
5694000,3,4,1
5695000,3,4,1
5696000,1,3,1
5697000,1,2,1
5698000,2,4,1
5699000,1,3,1
5700000,2,4,1
5701000,2,3,1
5702000,2,3,1
5703000,2,4,1
5704000,1,4,1
5705000,3,4,1
5706000,1,4,1
5707000,2,4,1
5708000,1,2,1
5709000,2,4,1
5710000,1,2,1
5711000,2,4,1
5712000,1,2,1
5713000,3,4,1
5714000,1,2,1
5715000,3,4,1
5716000,2,4,1
5717000,1,3,1
5718000,1,3,1
5719000,1,4,1
5720000,2,3,1
5721000,2,4,1
5722000,3,4,1
5723000,2,4,1
5724000,1,3,1
5725000,1,4,1
5726000,2,4,1
5727000,1,3,1
5728000,1,4,1
5729000,1,4,1
5730000,1,2,1
5731000,1,4,1
5732000,3,4,1
5733000,1,3,1
5734000,1,3,1
5735000,2,4,1
5736000,2,4,1
5737000,1,3,0
5738000,1,4,1
5739000,1,3,1
5740000,2,3,1
5741000,1,3,1
5742000,1,3,1
5743000,2,3,1
5744000,1,3,1
5745000,1,3,1
5746000,2,4,1
5747000,3,4,1
5748000,2,3,1
5749000,1,2,1
5750000,1,2,1
5751000,3,4,1
5752000,2,3,1
5753000,1,2,1
5754000,3,4,1
5755000,2,3,1
5756000,1,2,1
5757000,1,2,1
5758000,3,4,1
5759000,1,3,1
5760000,3,4,1
5761000,2,4,1
5762000,2,4,1
5763000,2,3,1
5764000,2,4,1
5765000,1,4,1
5766000,1,3,1
5767000,1,4,1
5768000,3,4,1
5769000,2,4,1
5770000,1,2,1
5771000,2,3,1
5772000,1,2,1
5773000,2,3,1
5774000,3,4,1
5775000,1,2,1
5776000,2,4,1
5777000,2,4,1
5778000,2,3,1
5779000,3,4,1
5780000,2,3,1
5781000,2,3,1
5782000,1,3,1
5783000,1,4,1
5784000,2,4,1
5785000,1,2,1
5786000,1,3,1
5787000,1,4,1
5788000,3,4,1
5789000,3,4,1
5790000,1,4,1
5791000,3,4,1
5792000,1,2,1
5793000,3,4,1
5794000,2,3,1
5795000,2,3,1
5796000,2,3,1
5797000,3,4,1
5798000,1,4,1
5799000,1,4,1
5800000,3,4,1
5801000,3,4,1
5802000,2,4,1
5803000,2,4,1
5804000,1,3,1
5805000,1,4,1
5806000,2,3,1
5807000,3,4,1
5808000,1,3,1
5809000,1,2,1
5810000,1,2,1
5811000,1,3,1
5812000,1,4,1
5813000,1,4,1
5814000,1,3,1
5815000,1,4,1
5816000,1,2,1
5817000,1,3,1
5818000,1,3,1
5819000,1,3,1
5820000,1,4,1
5821000,2,3,1
5822000,1,3,1
5823000,1,3,1
5824000,1,4,1
5825000,2,4,1
5826000,1,2,1
5827000,2,4,1
5828000,2,4,1
5829000,2,4,1
5830000,1,4,1
5831000,1,4,1
5832000,1,2,1
5833000,3,4,1
5834000,2,4,1
5835000,1,4,1
5836000,1,4,1
5837000,3,4,1
5838000,2,4,1
5839000,2,3,1
5840000,2,3,1
5841000,2,3,1
5842000,1,4,1
5843000,1,2,1
5844000,2,4,1
5845000,1,3,1
5846000,2,4,1
5847000,1,2,1
5848000,2,3,1
5849000,1,3,1
5850000,1,2,1
5851000,3,4,1
5852000,3,4,1
5853000,3,4,1
5854000,3,4,1
5855000,1,3,1
5856000,1,4,1
5857000,1,2,1
5858000,1,3,1
5859000,1,3,1
5860000,2,3,1
5861000,2,3,1
5862000,2,4,1
5863000,1,3,1
5864000,1,4,1
5865000,1,3,1
5866000,3,4,1
5867000,1,3,1
5868000,1,2,1
5869000,2,4,1
5870000,1,3,1
5871000,1,2,1
5872000,3,4,1
5873000,1,3,1
5874000,1,2,1
5875000,1,3,1
5876000,1,2,1
5877000,2,4,1
5878000,2,3,1
5879000,1,2,1
5880000,1,3,1
5881000,3,4,1
5882000,1,4,1
5883000,1,3,1
5884000,2,4,1
5885000,1,2,1
5886000,1,3,1
5887000,2,3,1
5888000,1,2,1
5889000,2,3,1
5890000,1,3,1
5891000,1,4,1
5892000,2,4,0
5893000,2,4,1
5894000,3,4,1
5895000,2,4,1
5896000,1,3,1
5897000,1,3,1
5898000,1,2,1
5899000,1,2,1
5900000,1,2,1
5901000,2,3,1
5902000,1,4,1
5903000,1,2,1
5904000,1,3,1
5905000,1,2,1
5906000,2,4,1
5907000,3,4,1
5908000,1,2,1
5909000,1,4,1
5910000,2,4,1
5911000,1,2,1
5912000,1,2,1
5913000,2,4,1
5914000,1,3,1
5915000,1,3,1
5916000,2,3,1
5917000,1,3,1
5918000,1,4,1
5919000,2,4,1
5920000,2,4,1
5921000,3,4,1
5922000,2,4,1
5923000,2,3,1
5924000,2,4,0
5925000,2,3,1
5926000,3,4,1
5927000,3,4,1
5928000,3,4,1
5929000,3,4,1
5930000,2,3,1
5931000,1,3,1
5932000,1,3,1
5933000,1,3,1
5934000,1,3,1
5935000,2,3,1
5936000,2,4,1
5937000,2,4,1
5938000,1,4,1
5939000,1,2,1
5940000,3,4,1
5941000,2,4,1
5942000,1,3,1
5943000,1,2,1
5944000,1,2,1
5945000,1,3,1
5946000,1,4,1
5947000,1,2,1
5948000,2,4,1
5949000,1,2,1
5950000,1,4,1
5951000,3,4,1
5952000,2,4,1
5953000,2,4,1
5954000,2,4,1
5955000,1,3,1
5956000,1,3,0
5957000,2,4,0
5958000,2,4,1
5959000,1,3,1
5960000,1,2,1
5961000,1,4,1
5962000,1,3,1
5963000,2,4,1
5964000,2,4,1
5965000,2,4,1
5966000,3,4,1
5967000,1,4,1
5968000,1,2,1
5969000,2,4,1
5970000,1,2,1
5971000,3,4,1
5972000,2,3,1
5973000,1,2,1
5974000,2,4,1
5975000,1,2,1
5976000,2,4,1
5977000,1,3,1
5978000,2,3,0
5979000,1,4,1
5980000,1,2,1
5981000,2,3,1
5982000,1,4,1
5983000,1,4,1
5984000,2,4,1
5985000,2,3,1
5986000,1,3,1
5987000,1,2,1
5988000,1,3,1
5989000,2,3,1
5990000,3,4,0
5991000,2,3,1
5992000,1,4,1
5993000,1,3,1
5994000,1,3,1
5995000,1,2,1
5996000,3,4,1
5997000,2,3,1
5998000,1,3,1
5999000,1,3,1
6000000,1,4,1
6001000,1,2,1
6002000,2,3,1
6003000,2,4,0
6004000,1,3,1
6005000,1,2,1
6006000,2,3,1
6007000,3,4,1
6008000,2,3,1
6009000,1,2,1
6010000,1,3,1
6011000,3,4,1
6012000,3,4,1
6013000,3,4,1
6014000,1,2,1
6015000,2,3,1
6016000,1,4,1
6017000,1,2,1
6018000,3,4,1
6019000,3,4,1
6020000,1,3,1
6021000,1,4,1
6022000,1,4,1
6023000,2,3,1
6024000,1,4,1
6025000,1,2,1
6026000,2,4,1
6027000,3,4,1
6028000,2,4,1
6029000,1,3,0
6030000,1,4,1
6031000,3,4,1
6032000,1,2,1
6033000,3,4,1
6034000,2,3,1
6035000,2,4,1
6036000,2,4,1
6037000,1,4,1
6038000,1,2,1
6039000,3,4,1
6040000,1,2,1
6041000,1,3,1
6042000,1,3,1
6043000,2,4,1
6044000,1,4,1
6045000,1,3,1
6046000,1,4,1
6047000,1,3,1
6048000,1,3,1
6049000,1,3,1
6050000,3,4,1
6051000,3,4,1
6052000,2,3,1
6053000,3,4,1
6054000,3,4,1
6055000,2,3,1
6056000,3,4,1
6057000,1,2,1
6058000,1,4,1
6059000,1,4,1
6060000,2,4,1
6061000,1,2,1
6062000,1,4,1
6063000,2,4,1
6064000,2,4,1
6065000,1,2,1
6066000,2,4,0
6067000,1,3,1
6068000,1,3,1
6069000,1,2,1
6070000,1,3,1
6071000,1,4,1
6072000,1,4,1
6073000,1,2,1
6074000,1,4,1
6075000,1,2,1
6076000,1,3,1
6077000,3,4,1
6078000,2,3,1
6079000,1,3,1
6080000,1,3,1
6081000,3,4,1
6082000,3,4,1
6083000,1,3,1
6084000,1,3,1
6085000,1,4,1
6086000,2,4,1
6087000,1,4,1
6088000,1,2,1
6089000,2,4,1
6090000,1,2,1
6091000,3,4,1
6092000,3,4,1
6093000,2,4,1
6094000,2,3,1
6095000,1,2,1
6096000,1,3,1
6097000,2,4,1
6098000,1,2,1
6099000,1,3,1
6100000,1,4,1
6101000,1,2,1
6102000,1,3,1
6103000,1,3,1
6104000,1,4,1
6105000,2,4,1
6106000,1,2,1
6107000,2,3,1
6108000,2,3,1
6109000,3,4,1
6110000,2,3,1
6111000,1,4,1
6112000,2,3,1
6113000,1,3,1
6114000,2,4,1
6115000,3,4,1
6116000,1,4,1
6117000,1,3,1
6118000,1,3,1
6119000,2,3,1
6120000,2,3,1
6121000,1,2,1
6122000,1,2,1
6123000,2,3,1
6124000,1,3,1
6125000,1,2,1
6126000,1,4,1
6127000,2,3,1
6128000,1,3,1
6129000,2,4,1
6130000,1,3,1
6131000,1,3,1
6132000,1,3,1
6133000,3,4,1
6134000,2,4,1
6135000,1,4,1
6136000,1,3,1
6137000,1,4,1
